Date_(M/D/Y),Experiment_Day,Jar_#,Jar_ID,Temperature_Cycle,Temperature_Cycle_Day,Temperature_Cycle_Total_Days,Temperature_Cycle_Number,Temperature_C,Enrichment_(gPP/L),Sample_Volume_(mL),Dilution_Volume_(mL),Sub_Sample_Volume_(mL),E.patella_abundance_(#protists),Diluted_E.patella_(yes/no),T.pyriformis_abundance_(#protists),Diluted_T.pyriformis_(yes/no),E.patella_Density_(#protists/mL),T.pyriformis_Density_(#protists/mL)
07/24/20,45,21,BLT3,B,6,20,3,22,0.1,0.3,6.0,0.3,N/A,N/A,44,YES,N/A,3080
07/24/20,45,22,BLT4,B,6,20,3,22,0.1,0.3,6.0,0.3,N/A,N/A,57,YES,N/A,3990
07/15/20,36,41,CLE1,C,13,24,2,27,0.1,0.3,0.0,N/A,2,NO,0,NO,6.666666667,0
07/17/20,38,41,CLE1,C,15,24,2,27,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/20/20,41,41,CLE1,C,18,24,2,27,0.1,0.3,0.0,N/A,2,NO,0,NO,6.666666667,0
07/22/20,43,41,CLE1,C,20,24,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/24/20,45,41,CLE1,C,22,24,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/24/20,45,46,CHT1,C,22,24,2,27,0.4,0.3,10.0,0.3,N/A,N/A,21,YES,N/A,2403.333333
07/24/20,45,47,CHT2,C,22,24,2,27,0.4,0.3,10.0,0.3,N/A,N/A,18,YES,N/A,2060
07/24/20,45,48,CHT3,C,22,24,2,27,0.4,0.3,10.0,0.3,N/A,N/A,44,YES,N/A,5035.555556
07/24/20,45,49,CHT4,C,22,24,2,27,0.4,0.3,10.0,0.3,N/A,N/A,38,YES,N/A,4348.888889
07/27/20,48,41,CLE1,C,1,24,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/29/20,50,41,CLE1,C,3,24,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/31/20,52,41,CLE1,C,5,24,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/03/20,55,41,CLE1,C,8,24,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/05/20,57,41,CLE1,C,10,24,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/24/20,45,37,CLT1,C,22,24,2,27,0.1,0.3,6.0,0.3,N/A,N/A,79,YES,N/A,5530
07/24/20,45,38,CLT2,C,22,24,2,27,0.1,0.3,6.0,0.3,N/A,N/A,44,YES,N/A,3080
07/24/20,45,39,CLT3,C,22,24,2,27,0.1,0.3,6.0,0.3,N/A,N/A,24,YES,N/A,1680
07/24/20,45,40,CLT4,C,22,24,2,27,0.1,0.3,6.0,0.3,N/A,N/A,29,YES,N/A,2030
07/25/20,46,68,DHE1,D,19,28,2,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/25/20,46,69,DHE2,D,19,28,2,27,0.4,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/25/20,46,70,DHE3,D,19,28,2,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/25/20,46,71,DHE4,D,19,28,2,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/25/20,46,72,DHE5,D,19,28,2,27,0.4,0.3,0.0,N/A,0,NO,1,NO,0,3.333333333
07/25/20,46,64,DHT1,D,19,28,2,27,0.4,0.3,10.0,0.3,N/A,N/A,40,YES,N/A,4577.777778
07/25/20,46,65,DHT2,D,19,28,2,27,0.4,0.3,10.0,0.3,N/A,N/A,41,YES,N/A,4692.222222
07/25/20,46,66,DHT3,D,19,28,2,27,0.4,0.3,10.0,0.3,N/A,N/A,57,YES,N/A,6523.333333
07/25/20,46,67,DHT4,D,19,28,2,27,0.4,0.3,10.0,0.3,N/A,N/A,41,YES,N/A,4692.222222
07/25/20,46,59,DLE1,D,19,28,2,27,0.1,0.3,2.0,0.3,3,NO,13,YES,10,332.2222222
07/25/20,46,60,DLE2,D,19,28,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/25/20,46,61,DLE3,D,19,28,2,27,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/25/20,46,62,DLE4,D,19,28,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/25/20,46,63,DLE5,D,19,28,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/25/20,46,55,DLT1,D,19,28,2,27,0.1,0.3,6.0,0.3,N/A,N/A,11,YES,N/A,770
07/25/20,46,56,DLT2,D,19,28,2,27,0.1,0.3,6.0,0.3,N/A,N/A,13,YES,N/A,910
07/25/20,46,57,DLT3,D,19,28,2,27,0.1,0.3,6.0,0.3,N/A,N/A,14,YES,N/A,980
07/25/20,46,58,DLT4,D,19,28,2,27,0.1,0.3,6.0,0.3,N/A,N/A,18,YES,N/A,1260
07/25/20,46,86,EHE1,E,15,32,2,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/25/20,46,87,EHE2,E,15,32,2,22,0.4,0.3,4.0,0.3,0,NO,26,YES,0,1242.222222
07/25/20,46,88,EHE3,E,15,32,2,22,0.4,0.3,0.0,N/A,0,NO,10,NO,0,33.33333333
07/25/20,46,89,EHE4,E,15,32,2,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/25/20,46,90,EHE5,E,15,32,2,22,0.4,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/25/20,46,82,EHT1,E,15,32,2,22,0.4,0.3,10.0,0.3,N/A,N/A,37,YES,N/A,4234.444444
07/25/20,46,83,EHT2,E,15,32,2,22,0.4,0.3,10.0,0.3,N/A,N/A,31,YES,N/A,3547.777778
07/25/20,46,84,EHT3,E,15,32,2,22,0.4,0.3,10.0,0.3,N/A,N/A,37,YES,N/A,4234.444444
07/25/20,46,85,EHT4,E,15,32,2,22,0.4,0.3,10.0,0.3,N/A,N/A,24,YES,N/A,2746.666667
07/25/20,46,77,ELE1,E,15,32,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/25/20,46,78,ELE2,E,15,32,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/25/20,46,79,ELE3,E,15,32,2,22,0.1,0.3,0.0,N/A,7,NO,0,NO,23.33333333,0
07/25/20,46,80,ELE4,E,15,32,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/25/20,46,81,ELE5,E,15,32,2,22,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/25/20,46,73,ELT1,E,15,32,2,22,0.1,0.3,6.0,0.3,N/A,N/A,23,YES,N/A,1610
07/25/20,46,74,ELT2,E,15,32,2,22,0.1,0.3,6.0,0.3,N/A,N/A,42,YES,N/A,2940
07/25/20,46,75,ELT3,E,15,32,2,22,0.1,0.3,6.0,0.3,N/A,N/A,46,YES,N/A,3220
07/25/20,46,76,ELT4,E,15,32,2,22,0.1,0.3,6.0,0.3,N/A,N/A,21,YES,N/A,1470
07/25/20,46,104,FHE1,F,11,36,2,22,0.4,0.3,4.0,0.3,0,NO,39,YES,0,1863.333333
07/25/20,46,105,FHE2,F,11,36,2,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/25/20,46,106,FHE3,F,11,36,2,22,0.4,0.3,0.0,N/A,1,NO,21,NO,3.333333333,70
07/25/20,46,107,FHE4,F,11,36,2,22,0.4,0.3,0.0,N/A,3,NO,0,NO,10,0
07/25/20,46,108,FHE5,F,11,36,2,22,0.4,0.3,0.0,N/A,4,NO,1,NO,13.33333333,3.333333333
07/25/20,46,100,FHT1,F,11,36,2,22,0.4,0.3,10.0,0.3,N/A,N/A,15,YES,N/A,1716.666667
07/25/20,46,101,FHT2,F,11,36,2,22,0.4,0.3,10.0,0.3,N/A,N/A,29,YES,N/A,3318.888889
07/25/20,46,102,FHT3,F,11,36,2,22,0.4,0.3,10.0,0.3,N/A,N/A,40,YES,N/A,4577.777778
07/25/20,46,103,FHT4,F,11,36,2,22,0.4,0.3,10.0,0.3,N/A,N/A,31,YES,N/A,3547.777778
07/25/20,46,95,FLE1,F,11,36,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/25/20,46,96,FLE2,F,11,36,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/25/20,46,97,FLE3,F,11,36,2,22,0.1,0.3,4.0,0.3,0,NO,24,YES,0,1146.666667
07/25/20,46,98,FLE4,F,11,36,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/25/20,46,99,FLE5,F,11,36,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/25/20,46,91,FLT1,F,11,36,2,22,0.1,0.3,6.0,0.3,N/A,N/A,38,YES,N/A,2660
07/25/20,46,92,FLT2,F,11,36,2,22,0.1,0.3,6.0,0.3,N/A,N/A,37,YES,N/A,2590
07/25/20,46,93,FLT3,F,11,36,2,22,0.1,0.3,6.0,0.3,N/A,N/A,41,YES,N/A,2870
07/25/20,46,94,FLT4,F,11,36,2,22,0.1,0.3,6.0,0.3,N/A,N/A,47,YES,N/A,3290
07/27/20,48,14,AHE1,A,1,16,4,22,0.4,0.3,4.0,0.3,0,NO,12,YES,0,573.3333333
07/27/20,48,15,AHE2,A,1,16,4,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/27/20,48,16,AHE3,A,1,16,4,22,0.4,0.3,4.0,0.3,0,NO,15,YES,0,716.6666667
07/27/20,48,17,AHE4,A,1,16,4,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/27/20,48,18,AHE5,A,1,16,4,22,0.4,0.3,4.0,0.3,0,NO,16,YES,0,764.4444444
07/27/20,48,10,AHT1,A,1,16,4,22,0.4,0.3,10.0,0.3,N/A,N/A,15,YES,N/A,1716.666667
07/27/20,48,11,AHT2,A,1,16,4,22,0.4,0.3,10.0,0.3,N/A,N/A,32,YES,N/A,3662.222222
07/27/20,48,12,AHT3,A,1,16,4,22,0.4,0.3,10.0,0.3,N/A,N/A,22,YES,N/A,2517.777778
07/27/20,48,13,AHT4,A,1,16,4,22,0.4,0.3,10.0,0.3,N/A,N/A,37,YES,N/A,4234.444444
07/27/20,48,5,ALE1,A,1,16,4,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/27/20,48,6,ALE2,A,1,16,4,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/27/20,48,7,ALE3,A,1,16,4,22,0.1,0.3,2.0,0.3,1,NO,12,YES,3.333333333,306.6666667
07/27/20,48,8,ALE4,A,1,16,4,22,0.1,0.3,0.0,N/A,6,NO,1,NO,20,3.333333333
07/27/20,48,9,ALE5,A,1,16,4,22,0.1,0.3,0.0,N/A,1,NO,2,NO,3.333333333,6.666666667
07/27/20,48,1,ALT1,A,1,16,4,22,0.1,0.3,6.0,0.3,N/A,N/A,29,YES,N/A,2030
07/27/20,48,2,ALT2,A,1,16,4,22,0.1,0.3,6.0,0.3,N/A,N/A,31,YES,N/A,2170
07/27/20,48,3,ALT3,A,1,16,4,22,0.1,0.3,6.0,0.3,N/A,N/A,30,YES,N/A,2100
07/27/20,48,4,ALT4,A,1,16,4,22,0.1,0.3,6.0,0.3,N/A,N/A,17,YES,N/A,1190
07/27/20,48,32,BHE1,B,9,20,3,22,0.4,0.3,0.0,N/A,4,NO,0,NO,13.33333333,0
07/27/20,48,33,BHE2,B,9,20,3,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/27/20,48,34,BHE3,B,9,20,3,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/27/20,48,35,BHE4,B,9,20,3,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/27/20,48,36,BHE5,B,9,20,3,22,0.4,0.3,0.0,N/A,0,NO,30,NO,0,100
07/27/20,48,28,BHT1,B,9,20,3,22,0.4,0.3,10.0,0.3,N/A,N/A,19,YES,N/A,2174.444444
07/27/20,48,29,BHT2,B,9,20,3,22,0.4,0.3,10.0,0.3,N/A,N/A,18,YES,N/A,2060
07/27/20,48,30,BHT3,B,9,20,3,22,0.4,0.3,10.0,0.3,N/A,N/A,11,YES,N/A,1258.888889
07/27/20,48,31,BHT4,B,9,20,3,22,0.4,0.3,10.0,0.3,N/A,N/A,12,YES,N/A,1373.333333
07/27/20,48,23,BLE1,B,9,20,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/27/20,48,24,BLE2,B,9,20,3,22,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/27/20,48,25,BLE3,B,9,20,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/27/20,48,26,BLE4,B,9,20,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/27/20,48,27,BLE5,B,9,20,3,22,0.1,0.3,0.0,N/A,3,NO,0,NO,10,0
07/27/20,48,19,BLT1,B,9,20,3,22,0.1,0.3,6.0,0.3,N/A,N/A,12,YES,N/A,840
07/27/20,48,20,BLT2,B,9,20,3,22,0.1,0.3,6.0,0.3,N/A,N/A,35,YES,N/A,2450
07/27/20,48,21,BLT3,B,9,20,3,22,0.1,0.3,6.0,0.3,N/A,N/A,31,YES,N/A,2170
07/27/20,48,22,BLT4,B,9,20,3,22,0.1,0.3,6.0,0.3,N/A,N/A,38,YES,N/A,2660
08/07/20,59,41,CLE1,C,12,24,3,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/10/20,62,41,CLE1,C,15,24,3,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/12/20,64,41,CLE1,C,17,24,3,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/14/20,66,41,CLE1,C,19,24,3,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/17/20,69,41,CLE1,C,22,24,3,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/27/20,48,46,CHT1,C,1,24,3,22,0.4,0.3,10.0,0.3,N/A,N/A,40,YES,N/A,4577.777778
07/27/20,48,47,CHT2,C,1,24,3,22,0.4,0.3,10.0,0.3,N/A,N/A,15,YES,N/A,1716.666667
07/27/20,48,48,CHT3,C,1,24,3,22,0.4,0.3,10.0,0.3,N/A,N/A,18,YES,N/A,2060
07/27/20,48,49,CHT4,C,1,24,3,22,0.4,0.3,10.0,0.3,N/A,N/A,28,YES,N/A,3204.444444
08/19/20,71,41,CLE1,C,24,24,3,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/21/20,73,41,CLE1,C,2,24,4,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/24/20,76,41,CLE1,C,5,24,4,22,0.1,0.3,0.0,N/A,0,NO,1,NO,0,3.333333333
08/26/20,78,41,CLE1,C,7,24,4,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
08/28/20,80,41,CLE1,C,9,24,4,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/27/20,48,37,CLT1,C,1,24,3,22,0.1,0.3,6.0,0.3,N/A,N/A,30,YES,N/A,2100
07/27/20,48,38,CLT2,C,1,24,3,22,0.1,0.3,6.0,0.3,N/A,N/A,18,YES,N/A,1260
07/27/20,48,39,CLT3,C,1,24,3,22,0.1,0.3,6.0,0.3,N/A,N/A,11,YES,N/A,770
07/27/20,48,40,CLT4,C,1,24,3,22,0.1,0.3,6.0,0.3,N/A,N/A,28,YES,N/A,1960
07/28/20,49,68,DHE1,D,22,28,2,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/28/20,49,69,DHE2,D,22,28,2,27,0.4,0.3,0.0,N/A,1,NO,9,NO,3.333333333,30
07/28/20,49,70,DHE3,D,22,28,2,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/28/20,49,71,DHE4,D,22,28,2,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/28/20,49,72,DHE5,D,22,28,2,27,0.4,0.3,0.0,N/A,0,NO,1,NO,0,3.333333333
07/28/20,49,64,DHT1,D,22,28,2,27,0.4,0.3,10.0,0.3,N/A,N/A,15,YES,N/A,1716.666667
07/28/20,49,65,DHT2,D,22,28,2,27,0.4,0.3,10.0,0.3,N/A,N/A,24,YES,N/A,2746.666667
07/28/20,49,66,DHT3,D,22,28,2,27,0.4,0.3,10.0,0.3,N/A,N/A,30,YES,N/A,3433.333333
07/28/20,49,67,DHT4,D,22,28,2,27,0.4,0.3,10.0,0.3,N/A,N/A,31,YES,N/A,3547.777778
07/28/20,49,59,DLE1,D,22,28,2,27,0.1,0.3,0.0,N/A,6,NO,1,NO,20,3.333333333
07/28/20,49,60,DLE2,D,22,28,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/28/20,49,61,DLE3,D,22,28,2,27,0.1,0.3,0.0,N/A,0,NO,2,NO,0,6.666666667
07/28/20,49,62,DLE4,D,22,28,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/28/20,49,63,DLE5,D,22,28,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/28/20,49,55,DLT1,D,22,28,2,27,0.1,0.3,6.0,0.3,N/A,N/A,20,YES,N/A,1400
07/28/20,49,56,DLT2,D,22,28,2,27,0.1,0.3,6.0,0.3,N/A,N/A,29,YES,N/A,2030
07/28/20,49,57,DLT3,D,22,28,2,27,0.1,0.3,6.0,0.3,N/A,N/A,24,YES,N/A,1680
07/28/20,49,58,DLT4,D,22,28,2,27,0.1,0.3,6.0,0.3,N/A,N/A,16,YES,N/A,1120
07/28/20,49,86,EHE1,E,18,32,2,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/28/20,49,87,EHE2,E,18,32,2,27,0.4,0.3,4.0,0.3,0,NO,29,YES,0,1385.555556
07/28/20,49,88,EHE3,E,18,32,2,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/28/20,49,89,EHE4,E,18,32,2,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/28/20,49,90,EHE5,E,18,32,2,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/28/20,49,82,EHT1,E,18,32,2,27,0.4,0.3,10.0,0.3,N/A,N/A,13,YES,N/A,1487.777778
07/28/20,49,83,EHT2,E,18,32,2,27,0.4,0.3,10.0,0.3,N/A,N/A,14,YES,N/A,1602.222222
07/28/20,49,84,EHT3,E,18,32,2,27,0.4,0.3,10.0,0.3,N/A,N/A,20,YES,N/A,2288.888889
07/28/20,49,85,EHT4,E,18,32,2,27,0.4,0.3,10.0,0.3,N/A,N/A,23,YES,N/A,2632.222222
07/28/20,49,77,ELE1,E,18,32,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/28/20,49,78,ELE2,E,18,32,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/28/20,49,79,ELE3,E,18,32,2,27,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/28/20,49,80,ELE4,E,18,32,2,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/28/20,49,81,ELE5,E,18,32,2,27,0.1,0.3,0.0,N/A,4,NO,0,NO,13.33333333,0
07/28/20,49,73,ELT1,E,18,32,2,27,0.1,0.3,6.0,0.3,N/A,N/A,14,YES,N/A,980
07/28/20,49,74,ELT2,E,18,32,2,27,0.1,0.3,6.0,0.3,N/A,N/A,20,YES,N/A,1400
07/28/20,49,75,ELT3,E,18,32,2,27,0.1,0.3,6.0,0.3,N/A,N/A,28,YES,N/A,1960
07/28/20,49,76,ELT4,E,18,32,2,27,0.1,0.3,6.0,0.3,N/A,N/A,19,YES,N/A,1330
07/28/20,49,104,FHE1,F,14,36,2,22,0.4,0.3,4.0,0.3,0,NO,38,YES,0,1815.555556
07/28/20,49,105,FHE2,F,14,36,2,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/28/20,49,106,FHE3,F,14,36,2,22,0.4,0.3,0.0,N/A,1,NO,2,NO,3.333333333,6.666666667
07/28/20,49,107,FHE4,F,14,36,2,22,0.4,0.3,0.0,N/A,11,NO,0,NO,36.66666667,0
07/28/20,49,108,FHE5,F,14,36,2,22,0.4,0.3,0.0,N/A,2,NO,0,NO,6.666666667,0
07/28/20,49,100,FHT1,F,14,36,2,22,0.4,0.3,10.0,0.3,N/A,N/A,14,YES,N/A,1602.222222
07/28/20,49,101,FHT2,F,14,36,2,22,0.4,0.3,10.0,0.3,N/A,N/A,16,YES,N/A,1831.111111
07/28/20,49,102,FHT3,F,14,36,2,22,0.4,0.3,10.0,0.3,N/A,N/A,29,YES,N/A,3318.888889
07/28/20,49,103,FHT4,F,14,36,2,22,0.4,0.3,10.0,0.3,N/A,N/A,26,YES,N/A,2975.555556
07/28/20,49,95,FLE1,F,14,36,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/28/20,49,96,FLE2,F,14,36,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/28/20,49,97,FLE3,F,14,36,2,22,0.1,0.3,2.0,0.3,0,NO,20,YES,0,511.1111111
07/28/20,49,98,FLE4,F,14,36,2,22,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/28/20,49,99,FLE5,F,14,36,2,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/28/20,49,91,FLT1,F,14,36,2,22,0.1,0.3,6.0,0.3,N/A,N/A,36,YES,N/A,2520
07/28/20,49,92,FLT2,F,14,36,2,22,0.1,0.3,6.0,0.3,N/A,N/A,69,YES,N/A,4830
07/28/20,49,93,FLT3,F,14,36,2,22,0.1,0.3,6.0,0.3,N/A,N/A,24,YES,N/A,1680
07/28/20,49,94,FLT4,F,14,36,2,22,0.1,0.3,6.0,0.3,N/A,N/A,30,YES,N/A,2100
07/29/20,50,14,AHE1,A,3,16,4,22,0.4,0.3,2.0,0.3,0,NO,17,YES,0,434.4444444
07/29/20,50,15,AHE2,A,3,16,4,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/29/20,50,16,AHE3,A,3,16,4,22,0.4,0.3,4.0,0.3,0,NO,12,YES,0,573.3333333
07/29/20,50,17,AHE4,A,3,16,4,22,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/29/20,50,18,AHE5,A,3,16,4,22,0.4,0.3,4.0,0.3,0,NO,15,YES,0,716.6666667
07/29/20,50,10,AHT1,A,3,16,4,22,0.4,0.3,10.0,0.3,N/A,N/A,16,YES,N/A,1831.111111
07/29/20,50,11,AHT2,A,3,16,4,22,0.4,0.3,10.0,0.3,N/A,N/A,27,YES,N/A,3090
07/29/20,50,12,AHT3,A,3,16,4,22,0.4,0.3,10.0,0.3,N/A,N/A,13,YES,N/A,1487.777778
07/29/20,50,13,AHT4,A,3,16,4,22,0.4,0.3,10.0,0.3,N/A,N/A,27,YES,N/A,3090
07/29/20,50,5,ALE1,A,3,16,4,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/29/20,50,6,ALE2,A,3,16,4,22,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/29/20,50,7,ALE3,A,3,16,4,22,0.1,0.3,0.0,N/A,1,NO,86,NO,3.333333333,286.6666667
07/29/20,50,8,ALE4,A,3,16,4,22,0.1,0.3,0.0,N/A,7,NO,2,NO,23.33333333,6.666666667
07/29/20,50,9,ALE5,A,3,16,4,22,0.1,0.3,0.0,N/A,0,NO,1,NO,0,3.333333333
07/29/20,50,1,ALT1,A,3,16,4,22,0.1,0.3,6.0,0.3,N/A,N/A,25,YES,N/A,1750
07/29/20,50,2,ALT2,A,3,16,4,22,0.1,0.3,6.0,0.3,N/A,N/A,28,YES,N/A,1960
07/29/20,50,3,ALT3,A,3,16,4,22,0.1,0.3,6.0,0.3,N/A,N/A,36,YES,N/A,2520
07/29/20,50,4,ALT4,A,3,16,4,22,0.1,0.3,6.0,0.3,N/A,N/A,21,YES,N/A,1470
07/29/20,50,32,BHE1,B,11,20,3,27,0.4,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/29/20,50,33,BHE2,B,11,20,3,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/29/20,50,34,BHE3,B,11,20,3,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/29/20,50,35,BHE4,B,11,20,3,27,0.4,0.3,0.0,N/A,0,NO,0,NO,0,0
07/29/20,50,36,BHE5,B,11,20,3,27,0.4,0.3,0.0,N/A,0,NO,20,NO,0,66.66666667
07/29/20,50,28,BHT1,B,11,20,3,27,0.4,0.3,10.0,0.3,N/A,N/A,12,YES,N/A,1373.333333
07/29/20,50,29,BHT2,B,11,20,3,27,0.4,0.3,10.0,0.3,N/A,N/A,18,YES,N/A,2060
07/29/20,50,30,BHT3,B,11,20,3,27,0.4,0.3,10.0,0.3,N/A,N/A,14,YES,N/A,1602.222222
07/29/20,50,31,BHT4,B,11,20,3,27,0.4,0.3,10.0,0.3,N/A,N/A,28,YES,N/A,3204.444444
07/29/20,50,23,BLE1,B,11,20,3,27,0.1,0.3,0.0,N/A,2,NO,0,NO,6.666666667,0
07/29/20,50,24,BLE2,B,11,20,3,27,0.1,0.3,0.0,N/A,3,NO,1,NO,10,3.333333333
07/29/20,50,25,BLE3,B,11,20,3,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/29/20,50,26,BLE4,B,11,20,3,27,0.1,0.3,0.0,N/A,0,NO,0,NO,0,0
07/29/20,50,27,BLE5,B,11,20,3,27,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
07/29/20,50,19,BLT1,B,11,20,3,27,0.1,0.3,6.0,0.3,N/A,N/A,14,YES,N/A,980
07/29/20,50,20,BLT2,B,11,20,3,27,0.1,0.3,6.0,0.3,N/A,N/A,38,YES,N/A,2660
07/29/20,50,21,BLT3,B,11,20,3,27,0.1,0.3,6.0,0.3,N/A,N/A,25,YES,N/A,1750
07/29/20,50,22,BLT4,B,11,20,3,27,0.1,0.3,6.0,0.3,N/A,N/A,17,YES,N/A,1190
06/10/20,1,42,CLE2,C,2,24,1,22,0.1,0.3,0.0,N/A,14,NO,0,NO,46.66666667,0
06/12/20,3,42,CLE2,C,4,24,1,22,0.1,0.3,0.0,N/A,10,NO,0,NO,33.33333333,0
06/15/20,6,42,CLE2,C,7,24,1,22,0.1,0.3,0.0,N/A,10,NO,0,NO,33.33333333,0
06/17/20,8,42,CLE2,C,9,24,1,22,0.1,0.3,0.0,N/A,16,NO,0,NO,53.33333333,0
06/19/20,10,42,CLE2,C,11,24,1,22,0.1,0.3,0.0,N/A,8,NO,0,NO,26.66666667,0
07/29/20,50,46,CHT1,C,3,24,3,22,0.4,0.3,10.0,0.3,N/A,N/A,23,YES,N/A,2632.222222
07/29/20,50,47,CHT2,C,3,24,3,22,0.4,0.3,10.0,0.3,N/A,N/A,21,YES,N/A,2403.333333
07/29/20,50,48,CHT3,C,3,24,3,22,0.4,0.3,10.0,0.3,N/A,N/A,20,YES,N/A,2288.888889
07/29/20,50,49,CHT4,C,3,24,3,22,0.4,0.3,10.0,0.3,N/A,N/A,28,YES,N/A,3204.444444
06/22/20,13,42,CLE2,C,14,24,1,27,0.1,0.3,0.0,N/A,7,NO,0,NO,23.33333333,0
06/24/20,15,42,CLE2,C,16,24,1,27,0.1,0.3,0.0,N/A,7,NO,0,NO,23.33333333,0
06/26/20,17,42,CLE2,C,18,24,1,27,0.1,0.3,0.0,N/A,3,NO,0,NO,10,0
06/29/20,20,42,CLE2,C,21,24,1,27,0.1,0.3,0.0,N/A,2,NO,0,NO,6.666666667,0
